search_string,room_name,day,start,end,subject,AV
Redmond Barry,PAR-Redmond Barry-305 (Biology),Monday,10:00,11:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Monday,11:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-305 (Biology),Monday,11:00,12:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Monday,11:00,12:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Monday,12:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Monday,12:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Monday,14:00,16:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-513 (Biology),Monday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Monday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-412 (Biology),Monday,14:15,15:15,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-513 (Biology),Monday,15:15,16:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Monday,15:15,16:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Tuesday,09:00,11:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-513 (Biology),Tuesday,09:00,10:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Tuesday,09:00,10:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-304 (Biology),Tuesday,10:00,11:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Tuesday,11:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-305 (Biology),Tuesday,12:00,13:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-304 (Biology),Tuesday,12:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Tuesday,14:00,16:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-305 (Biology),Tuesday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-305 (Biology),Tuesday,15:15,16:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Tuesday,15:15,16:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Tuesday,16:15,17:15,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-304 (Biology),Tuesday,16:15,17:15,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-513 (Biology),Wednesday,09:00,10:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-305 (Biology),Wednesday,09:00,10:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Wednesday,09:00,11:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Wednesday,10:00,11:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-305 (Biology),Wednesday,10:00,11:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Wednesday,11:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Wednesday,11:00,12:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-513 (Biology),Wednesday,12:00,13:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-304 (Biology),Wednesday,12:00,13:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-305 (Biology),Wednesday,12:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Wednesday,14:00,16:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-305 (Biology),Wednesday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Wednesday,15:15,16:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Wednesday,16:15,17:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Thursday,09:00,11:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Thursday,09:00,11:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Thursday,09:00,10:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Thursday,09:00,10:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-412 (Biology),Thursday,09:00,10:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Thursday,11:00,13:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Thursday,11:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Thursday,12:00,13:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-305 (Biology),Thursday,12:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-412 (Biology),Thursday,12:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Thursday,14:00,16:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Thursday,14:00,16:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Thursday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Thursday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-305 (Biology),Thursday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-412 (Biology),Thursday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Thursday,15:15,16:15,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-304 (Biology),Thursday,15:15,16:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-305 (Biology),Thursday,15:15,16:15,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-412 (Biology),Thursday,15:15,16:15,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Friday,09:00,11:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Friday,09:00,10:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-305 (Biology),Friday,09:00,10:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-304 (Biology),Friday,10:00,11:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Friday,11:00,13:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-513 (Biology),Friday,12:00,13:00,BIOL10004,True
Redmond Barry,PAR-Redmond Barry-304 (Biology),Friday,12:00,13:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-210 (Biology Lab),Friday,14:00,16:00,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-513 (Biology),Friday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Friday,14:15,15:15,BIOL10004,False
Redmond Barry,PAR-Redmond Barry-304 (Biology),Friday,15:15,16:15,BIOL10004,False
Swinburne Hall,DOO-Swinburne Hall-G11 (The Hall),Wednesday,09:00,10:00,BIOL10006,False
Redmond Barry,PAR-Redmond Barry-307 (Biology Lab),Friday,10:00,13:00,BIOL90001,False
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-B117PAR-Glyn Davis (MSD)-B121 (Malaysian Theatre),Thursday,08:00,09:00,BIOM20001,False
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-B117,Friday,09:00,10:00,BIOM30002,False
Old Arts,PAR-Old Arts-122 (Public Lecture Theatre - PLT),Monday,10:00,12:00,BLAW20001,False
The Spot,PAR-The Spot-B01 (Copland Theatre),Tuesday,10:00,12:00,BLAW20001,True
The Spot,PAR-The Spot-B01 (Copland Theatre),Wednesday,10:00,12:00,BLAW20001,False
Law,PAR-Law-G27,Friday,11:00,12:00,BLAW30003,False
Law,PAR-Law-G27,Friday,12:00,13:00,BLAW30003,True
Law,PAR-Law-G27,Friday,14:15,15:15,BLAW30003,True
Engineering D,PAR-Engineering D-BM09A (UTM Lab),Monday,09:00,11:00,BMEN20001,True
Engineering D,PAR-Engineering D-BM09A (UTM Lab),Monday,13:15,15:15,BMEN20001,True
Alice Hoy,PAR-Alice Hoy-210,Tuesday,09:00,11:00,BMEN20001,False
Engineering D,PAR-Engineering D-BM09A (UTM Lab),Tuesday,14:15,16:15,BMEN20001,True
Engineering D,PAR-Engineering D-BM09A (UTM Lab),Tuesday,16:15,18:15,BMEN20001,True
Alice Hoy,PAR-Alice Hoy-222,Tuesday,18:15,20:15,BMEN20001,False
Engineering D,PAR-Engineering D-BM09A (UTM Lab),Wednesday,09:00,11:00,BMEN20001,False
Alice Hoy,PAR-Alice Hoy-210,Wednesday,12:00,14:00,BMEN20001,False
Alice Hoy,PAR-Alice Hoy-210,Wednesday,15:15,17:15,BMEN20001,True
Old Engineering,PAR-Old Engineering-EDS4,Thursday,10:00,12:00,BMEN20001,True
Alice Hoy,PAR-Alice Hoy-211,Thursday,12:00,14:00,BMEN20001,False
Engineering D,PAR-Engineering D-BM09A (UTM Lab),Thursday,14:15,16:15,BMEN20001,False
Engineering D,PAR-Engineering D-BM09A (UTM Lab),Friday,10:00,12:00,BMEN20001,False
Engineering D,PAR-Engineering D-BM09A (UTM Lab),Friday,13:15,15:15,BMEN20001,False
207,PAR-207-221 Bouverie St-B132,Friday,15:15,17:15,BMEN20001,True
Old Arts,PAR-Old Arts-129 (Theatre B),Tuesday,15:15,16:15,BMEN30005,False
Medical,PAR-Medical-N817 (Rand Theatre),Tuesday,17:15,18:15,BMEN30005,True
Medical,PAR-Medical-N817 (Rand Theatre),Wednesday,17:15,18:15,BMEN30005,False
Old Engineering,PAR-Old Engineering-EDS3,Monday,14:15,16:15,BMEN30006,False
Old Engineering,PAR-Old Engineering-EDS3,Monday,16:15,18:15,BMEN30006,False
Old Engineering,PAR-Old Engineering-EDS3,Tuesday,09:00,11:00,BMEN30006,False
Old Engineering,PAR-Old Engineering-EDS3,Wednesday,14:15,16:15,BMEN30006,True
Old Engineering,PAR-Old Engineering-EDS3,Wednesday,16:15,18:15,BMEN30006,False
Old Quad,PAR-Old Quad-G17 (Cussonia Court Room 1),Monday,13:15,14:15,BMEN90012,False
Alan Gilbert,PAR-Alan Gilbert-101,Wednesday,09:00,10:00,BMEN90012,True
Old Arts,PAR-Old Arts-204,Friday,09:00,10:00,BMEN90012,True
Old Engineering,PAR-Old Engineering-EDS4,Monday,09:00,12:00,BMEN90021,False
Elec. Engineering,PAR-Elec. Engineering-121,Thursday,09:00,12:00,BMEN90021,False
Elec. Engineering,PAR-Elec. Engineering-121,Friday,09:00,12:00,BMEN90021,False
207,PAR-207-221 Bouverie St-B132,Monday,13:15,15:15,BMEN90026,False
207,PAR-207-221 Bouverie St-B132,Tuesday,15:15,17:15,BMEN90026,True
207,PAR-207-221 Bouverie St-B114,Thursday,13:00,15:00,BMEN90026,False
Elec. Engineering,PAR-Elec. Engineering-121,Tuesday,14:15,16:15,BMEN90029,False
Alice Hoy,PAR-Alice Hoy-211,Wednesday,10:00,12:00,BMEN90029,True
Old Engineering,PAR-Old Engineering-EDS3,Monday,09:00,11:00,BMEN90033,False
Old Engineering,PAR-Old Engineering-EDS3,Friday,09:00,11:00,BMEN90033,True
Old Engineering,PAR-Old Engineering-EDS3,Friday,11:00,13:00,BMEN90033,False
Old Engineering,PAR-Old Engineering-EDS3,Friday,15:15,17:15,BMEN90033,False
Redmond Barry,PAR-Redmond Barry-103 (Lowe Theatre),Wednesday,14:15,17:15,BTCH30001,True
Babel,PAR-Babel-320,Thursday,10:00,11:00,BTCH30002,True
Babel,PAR-Babel-320,Thursday,11:00,12:00,BTCH30002,False
Babel,PAR-Babel-320,Thursday,12:00,13:00,BTCH30002,True
Biosciences 4,PAR-Biosciences 4-G001,Wednesday,09:00,10:00,BTCH30003,True
Old Metallurgy,PAR-Old Metallurgy-202 (Room 2),Wednesday,10:00,11:00,BTCH30003,True
Biosciences 4,PAR-Biosciences 4-G001,Wednesday,11:00,12:00,BTCH30003,True
Old Metallurgy,PAR-Old Metallurgy-202 (Room 2),Wednesday,12:00,13:00,BTCH30003,True
Biosciences 4,PAR-Biosciences 4-G001,Wednesday,14:15,15:15,BTCH30003,True
Biosciences 4,PAR-Biosciences 4-G001,Wednesday,15:15,16:15,BTCH30003,True
Biosciences 4,PAR-Biosciences 4-G001,Wednesday,16:15,17:15,BTCH30003,True
The Spot,PAR-The Spot-6015,Wednesday,18:15,21:15,BUSA90520,True
The Spot,PAR-The Spot-6015,Friday,15:15,18:15,BUSA90520,True
Chemistry,PAR-Chemistry-188b (1st Year Lab),Monday,10:00,13:00,CHEM10006,True
Chemistry,PAR-Chemistry-169,Monday,11:00,12:00,CHEM10006,True
Chemistry,PAR-Chemistry-158,Monday,11:00,12:00,CHEM10006,False
Chemistry,PAR-Chemistry-188 (1st Year Lab),Monday,14:00,17:00,CHEM10006,False
Chemistry,PAR-Chemistry-158,Monday,14:15,15:15,CHEM10006,True
Chemistry,PAR-Chemistry-158,Monday,15:15,16:15,CHEM10006,False
Chemistry,PAR-Chemistry-158,Monday,16:15,17:15,CHEM10006,True
Chemistry,PAR-Chemistry-158,Tuesday,09:00,10:00,CHEM10006,True
Chemistry,PAR-Chemistry-158,Tuesday,10:00,11:00,CHEM10006,False
Chemistry,PAR-Chemistry-188b (1st Year Lab),Tuesday,10:00,13:00,CHEM10006,False
Chemistry,PAR-Chemistry-158,Tuesday,11:00,12:00,CHEM10006,True
Chemistry,PAR-Chemistry-188b (1st Year Lab),Tuesday,14:00,17:00,CHEM10006,True
Chemistry,PAR-Chemistry-158,Tuesday,15:15,16:15,CHEM10006,True
Chemistry,PAR-Chemistry-158,Tuesday,16:15,17:15,CHEM10006,True
Chemistry,PAR-Chemistry-188b (1st Year Lab),Tuesday,18:15,21:15,CHEM10006,True
Chemistry,PAR-Chemistry-188c (1st Year Lab),Wednesday,10:00,13:00,CHEM10006,True
Chemistry,PAR-Chemistry-158,Wednesday,10:00,11:00,CHEM10006,False
Chemistry,PAR-Chemistry-158,Wednesday,11:00,12:00,CHEM10006,False
Chemistry,PAR-Chemistry-158,Wednesday,12:00,13:00,CHEM10006,False
Chemistry,PAR-Chemistry-188b (1st Year Lab),Wednesday,14:00,17:00,CHEM10006,False
Chemistry,PAR-Chemistry-158,Wednesday,14:15,15:15,CHEM10006,False
Chemistry,PAR-Chemistry-158,Wednesday,15:15,16:15,CHEM10006,False
Chemistry,PAR-Chemistry-188 (1st Year Lab),Wednesday,18:15,21:15,CHEM10006,True
Chemistry,PAR-Chemistry-188b (1st Year Lab),Thursday,10:00,13:00,CHEM10006,True
Chemistry,PAR-Chemistry-158,Thursday,11:00,12:00,CHEM10006,True
Chemistry,PAR-Chemistry-188b (1st Year Lab),Thursday,14:00,17:00,CHEM10006,False
Chemistry,PAR-Chemistry-158,Thursday,14:15,15:15,CHEM10006,False
Chemistry,PAR-Chemistry-158,Thursday,15:15,16:15,CHEM10006,False
Chemistry,PAR-Chemistry-188 (1st Year Lab),Thursday,18:15,21:15,CHEM10006,True
Chemistry,PAR-Chemistry-169,Friday,10:00,11:00,CHEM10006,True
Chemistry,PAR-Chemistry-188b (1st Year Lab),Friday,10:00,13:00,CHEM10006,True
Chemistry,PAR-Chemistry-188 (1st Year Lab),Friday,14:00,17:00,CHEM10006,True
Chemistry,PAR-Chemistry-188c (1st Year Lab),Monday,14:00,17:00,CHEM10007,False
Chemistry,PAR-Chemistry-169,Tuesday,10:00,11:00,CHEM10007,True
Chemistry,PAR-Chemistry-188 (1st Year Lab),Tuesday,10:00,13:00,CHEM10007,True
Chemistry,PAR-Chemistry-169,Tuesday,12:00,13:00,CHEM10007,True
Chemistry,PAR-Chemistry-158,Tuesday,12:00,13:00,CHEM10007,True
Alice Hoy,PAR-Alice Hoy-333,Tuesday,13:00,14:00,CHEM10007,False
Chemistry,PAR-Chemistry-188c (1st Year Lab),Tuesday,14:00,17:00,CHEM10007,True
Chemistry,PAR-Chemistry-188 (1st Year Lab),Tuesday,18:15,21:15,CHEM10007,True
Chemistry,PAR-Chemistry-158,Wednesday,08:00,09:00,CHEM10007,True
David Caro,PAR-David Caro-Podium 211,Wednesday,09:00,10:00,CHEM10007,True
Chemistry,PAR-Chemistry-188c (1st Year Lab),Wednesday,14:00,17:00,CHEM10007,True
Chemistry,PAR-Chemistry-158,Wednesday,16:15,17:15,CHEM10007,False
Chemistry,PAR-Chemistry-169,Wednesday,17:15,18:15,CHEM10007,False
Chemistry,PAR-Chemistry-188c (1st Year Lab),Thursday,10:00,13:00,CHEM10007,False
Chemistry,PAR-Chemistry-188c (1st Year Lab),Thursday,14:00,17:00,CHEM10007,False
Chemistry,PAR-Chemistry-158,Friday,12:00,13:00,CHEM10007,False
Chemistry,PAR-Chemistry-188c (1st Year Lab),Friday,14:00,17:00,CHEM10007,True
Dookie Hostel,DOO-Dookie Hostel-G06,Thursday,13:00,16:00,CHEM10008,True
Laboratories,DOO-Laboratories-G02 (Chemistry Lab),Thursday,13:00,16:00,CHEM10008,True
Laboratories,DOO-Laboratories-G02 (Chemistry Lab),Friday,09:00,12:00,CHEM10008,True
Chemistry,PAR-Chemistry-188c (1st Year Lab),Tuesday,10:00,13:00,CHEM10009,True
Chemistry,PAR-Chemistry-169,Tuesday,11:00,12:00,CHEM10009,True
Chemistry,PAR-Chemistry-188c (1st Year Lab),Tuesday,18:15,21:15,CHEM10009,False
Chemistry,PAR-Chemistry-188b (1st Year Lab),Wednesday,10:00,13:00,CHEM10009,False
Alice Hoy,PAR-Alice Hoy-333,Wednesday,10:00,11:00,CHEM10009,True
Chemistry,PAR-Chemistry-158,Wednesday,13:00,14:00,CHEM10009,False
Chemistry,PAR-Chemistry-188b (1st Year Lab),Thursday,10:00,13:00,CHEM10009,True
Chemistry,PAR-Chemistry-294b (Level 2 Laboratory),Monday,14:00,17:30,CHEM20011,False
Chemistry,PAR-Chemistry-294 (Level 2 Laboratory),Tuesday,14:00,17:30,CHEM20011,True
Chemistry,PAR-Chemistry-294 (Level 2 Laboratory),Wednesday,14:00,17:30,CHEM20011,False
Chemistry,PAR-Chemistry-371 (Senior Theatre),Thursday,13:00,14:00,CHEM20011,True
Chemistry,PAR-Chemistry-294 (Level 2 Laboratory),Thursday,14:00,17:30,CHEM20011,True
Chemistry,PAR-Chemistry-189 (Masson Theatre),Friday,14:15,15:15,CHEM20011,False
FBE,PAR-FBE-206,Thursday,09:00,10:00,CHEM20018,True
Chemistry,PAR-Chemistry-158,Thursday,10:00,11:00,CHEM20018,False
Chemistry,PAR-Chemistry-169,Thursday,12:00,13:00,CHEM20018,False
Chemistry,PAR-Chemistry-158,Thursday,16:15,17:15,CHEM20018,True
Chemistry,PAR-Chemistry-158,Friday,09:00,10:00,CHEM20018,False
Chemistry,PAR-Chemistry-158,Friday,14:15,15:15,CHEM20018,True
Chemistry,PAR-Chemistry-158,Friday,15:15,16:15,CHEM20018,False
Chemistry,PAR-Chemistry-158,Friday,16:15,17:15,CHEM20018,False
Doug McDonell,PAR-Doug McDonell-503 (Steve Howard Theatre),Friday,12:00,13:00,CHEM20026,False
Chemistry,PAR-Chemistry-169,Monday,12:00,13:00,CHEM30016,True
Chemistry,PAR-Chemistry-169,Tuesday,09:00,10:00,CHEM30016,True
FBE,PAR-FBE-206,Tuesday,11:00,12:00,CHEM30016,True
Alice Hoy,PAR-Alice Hoy-309,Tuesday,12:00,13:00,CHEM30016,True
Chemistry,PAR-Chemistry-294b (Level 2 Laboratory),Monday,14:00,17:30,CHEM90007,False
Chemistry,PAR-Chemistry-294 (Level 2 Laboratory),Tuesday,14:00,17:30,CHEM90007,False
Chemistry,PAR-Chemistry-294 (Level 2 Laboratory),Wednesday,14:00,17:30,CHEM90007,True
Chemistry,PAR-Chemistry-371 (Senior Theatre),Thursday,13:00,14:00,CHEM90007,False
Chemistry,PAR-Chemistry-294 (Level 2 Laboratory),Thursday,14:00,17:30,CHEM90007,True
Chemistry,PAR-Chemistry-189 (Masson Theatre),Friday,14:15,15:15,CHEM90007,True
David Caro,PAR-David Caro-Podium 208,Monday,11:00,12:00,CHEN30001,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-114,Tuesday,08:00,09:00,CHEN30001,False
Alice Hoy,PAR-Alice Hoy-225,Tuesday,15:30,16:30,CHEN30001,False
Alan Gilbert,PAR-Alan Gilbert-G01,Thursday,17:30,18:30,CHEN30001,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-114,Friday,09:00,10:00,CHEN30001,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-117,Friday,15:15,16:15,CHEN30001,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-113,Wednesday,17:15,18:15,CHEN90007,True
Alice Hoy,PAR-Alice Hoy-101,Thursday,12:00,13:00,CHEN90007,True
100 Leicester Street,PAR-100 Leicester Street-106,Thursday,16:30,17:30,CHEN90007,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-116,Friday,14:30,15:30,CHEN90007,False
Redmond Barry,PAR-Redmond Barry-615,Friday,16:15,17:15,CHEN90007,False
Engineering C,PAR-Engineering C-428 (Collaborative Learning Space),Thursday,14:15,17:15,CHEN90013,True
Elec. Engineering,PAR-Elec. Engineering-121,Thursday,14:15,17:15,CHEN90013,False
Old Engineering,PAR-Old Engineering-EDS4,Thursday,17:15,20:15,CHEN90013,True
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Monday,09:00,12:00,CHEN90018,False
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Monday,09:00,12:00,CHEN90018,True
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Monday,09:00,12:00,CHEN90018,False
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Monday,14:15,17:15,CHEN90018,True
Old Quad,PAR-Old Quad-G18 (Cussonia Court Room 2),Tuesday,11:00,12:00,CHEN90018,False
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Wednesday,09:00,12:00,CHEN90018,True
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Wednesday,09:00,12:00,CHEN90018,False
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Wednesday,09:00,12:00,CHEN90018,True
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Wednesday,14:15,17:15,CHEN90018,True
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Wednesday,14:15,17:15,CHEN90018,False
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Wednesday,14:15,17:15,CHEN90018,True
Redmond Barry,PAR-Redmond Barry-1120 (Oscar Oeser Room),Wednesday,17:15,18:15,CHEN90018,False
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Thursday,09:00,12:00,CHEN90018,False
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Thursday,14:15,17:15,CHEN90018,True
Old Quad,PAR-Old Quad-G17 (Cussonia Court Room 1),Thursday,17:15,18:15,CHEN90018,True
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Friday,09:00,12:00,CHEN90018,True
Engineering D,PAR-Engineering D-B03 (Water Lab 2),Friday,09:00,12:00,CHEN90018,False
Old Quad,PAR-Old Quad-G17 (Cussonia Court Room 1),Friday,13:00,14:00,CHEN90018,False
Old Quad,PAR-Old Quad-G17 (Cussonia Court Room 1),Friday,14:15,15:15,CHEN90018,True
Engineering D,PAR-Engineering D-B06A (Undergrad Wet Lab 1 - Tables),Monday,09:00,13:00,CHEN90019,False
Engineering D,PAR-Engineering D-B06A (Undergrad Wet Lab 1 - Tables),Monday,09:00,13:00,CHEN90019,True
Engineering D,PAR-Engineering D-B06A (Undergrad Wet Lab 1 - Tables),Tuesday,09:00,13:00,CHEN90019,True
Engineering D,PAR-Engineering D-B06A (Undergrad Wet Lab 1 - Tables),Wednesday,10:00,14:00,CHEN90019,True
Engineering D,PAR-Engineering D-B06A (Undergrad Wet Lab 1 - Tables),Wednesday,12:00,16:00,CHEN90019,True
Engineering D,PAR-Engineering D-B06A (Undergrad Wet Lab 1 - Tables),Thursday,09:00,13:00,CHEN90019,True
Engineering D,PAR-Engineering D-B06A (Undergrad Wet Lab 1 - Tables),Thursday,10:00,14:00,CHEN90019,True
Engineering D,PAR-Engineering D-B06A (Undergrad Wet Lab 1 - Tables),Thursday,10:00,14:00,CHEN90019,False
Old Quad,PAR-Old Quad-G17 (Cussonia Court Room 1),Tuesday,17:15,18:15,CHEN90020,False
Old Quad,PAR-Old Quad-G17 (Cussonia Court Room 1),Wednesday,16:15,17:15,CHEN90020,True
Old Quad,PAR-Old Quad-G17 (Cussonia Court Room 1),Thursday,11:00,12:00,CHEN90020,False
Old Quad,PAR-Old Quad-G17 (Cussonia Court Room 1),Friday,12:00,13:00,CHEN90020,False
FBE,PAR-FBE-206,Wednesday,11:00,12:00,CHEN90027,False
Peter Doherty Institute,PAR-Peter Doherty Institute-GM027 (Classroom),Monday,14:15,16:15,CHEN90031,True
Alan Gilbert,PAR-Alan Gilbert-101,Tuesday,09:00,10:00,CHEN90031,True
Peter Doherty Institute,PAR-Peter Doherty Institute-GM027 (Classroom),Tuesday,14:15,16:15,CHEN90031,True
Old Arts,PAR-Old Arts-254,Thursday,08:00,09:00,CHEN90031,False
FBE,PAR-FBE-206,Friday,09:00,10:00,CHEN90031,False
John Medley,PAR-John Medley-WG05,Friday,13:00,14:00,CHEN90031,True
Doug McDonell,PAR-Doug McDonell-503 (Steve Howard Theatre),Thursday,12:00,13:00,CHEN90034,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Wednesday,09:00,10:00,CHIN10005,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Wednesday,10:00,11:00,CHIN10005,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Wednesday,13:15,14:15,CHIN10005,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Wednesday,14:15,15:15,CHIN10005,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Wednesday,15:15,16:15,CHIN10005,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Wednesday,16:15,17:15,CHIN10005,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Wednesday,17:15,18:15,CHIN10005,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Thursday,08:00,09:00,CHIN10005,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-120,Monday,09:00,11:00,CHIN10015,True
John Medley,PAR-John Medley-EG61,Monday,14:15,16:15,CHIN10015,True
Old Arts,PAR-Old Arts-257 (CLS2),Tuesday,08:30,10:30,CHIN10015,True
John Medley,PAR-John Medley-EG66,Tuesday,14:15,16:15,CHIN10015,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Tuesday,14:15,16:15,CHIN10015,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Wednesday,09:00,11:00,CHIN10015,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Wednesday,11:00,13:00,CHIN10015,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-116,Wednesday,15:00,17:00,CHIN10015,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-116,Thursday,09:00,11:00,CHIN10015,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Thursday,12:15,14:15,CHIN10015,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Thursday,14:15,16:15,CHIN10015,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Friday,09:00,11:00,CHIN10015,False
